Probes	Description	adipose	adrenal	brain	breast	colon	heart	kidney	liver	lung	lymphNode	ovary	prostate	skeltalMuscle	whiteBloodCell	testes	thyroid	testes_R	brain_R	placenta_R	foreskin_R	hLF_r2	hLF_r1
XLOC_001674	na|@chr2:132160449-132167680|	0	0.067036	0	0	0	0	0	0	0	0	0	0	0	0	10.152	0	10.73	0	0	0	0	0
XLOC_001679	na|@chr2:132795680-132796357|	0	0	0	0	0	0	0	0	3.4364	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_008721	na|@chr10:6933418-6977358|	0	0	0.82516	0	0.21954	0	0	0	0	0	0	0	0	0	0.31365	0	1.2971	0	0	0	0	0
XLOC_007154	na|@chr8:92477066-92478128|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33591	0	0.59479	0	0	0	0	0
XLOC_008720	na|@chr10:6816115-6821160|	0	0	1.5345	0	0	0	0.43728	0	0	0.19069	0	0	0	0	0	0	0	2.6028	0	0	0	0
XLOC_007155	na|@chr8:93470513-93513128|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.1281	0	1.1942	0	0	0	0	0
XLOC_001678	na|@chr2:132715849-132737446|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_008722	na|@chr10:7487519-7513904|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_008725	na|@chr10:8301293-8310268|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33778	0	0	0	0	0	0	0
XLOC_008724	na|@chr10:8092412-8095448|	0	0	0	0.88382	0	0	1.8419	0	0	0.10544	0	1.917	0	0.15282	1.2237	0.32468	2.3909	0	0.73623	0	0	0
XLOC_008727	na|@chr10:9832481-9920039|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5228	0	4.7277	0	0	0	0	0
XLOC_008726	na|@chr10:9800745-9801200|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.0415	0	39.11	0	0	0	0	0
XLOC_001671	na|@chr2:131424138-131437474|	0	0	0.005524	0.0057389	0	0	0	0	0	0	0.0092293	0.012704	0	0	0.27006	0	1.8227	0	0.01412	0	0	0.010931
XLOC_008729	na|@chr10:10429715-10504510|	0	0	1.37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.4048	0	0	0	0
XLOC_008728	na|@chr10:10407142-10408450|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_007181	na|@chr8:109928108-109930877|	0	0.70031	0	0	0	0	0	0	0	1.1545	0	0	0	0	0	0.71544	0	0	0	0	0	0
XLOC_000031	na|@chr1:4036188-4069751|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.527	0	0	0	0	0	0	0
XLOC_007182	na|@chr8:111991097-112039752|	0	0	2.6044	0	0	0	0	0	0.05348	0	0	0	0	0	0.51951	0	0	3.4155	0	0	0	0
XLOC_000033	na|@chr1:4472110-4484744|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.48629	0	1.8232	0	0	0	0	0
XLOC_007180	na|@chr8:107157946-107167702|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.67569	0	0	0	0	0	0	0
XLOC_000032	na|@chr1:4192616-4194185|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.87106	0	0	0	0	0
XLOC_007186	na|@chr8:117441844-117460587|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.41478	0	1.1724	0	0	0	0	0
XLOC_007184	na|@chr8:115315118-115323497|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.66229	0	0	0	0	0	0	0
XLOC_000035	na|@chr1:4631586-4653707|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.62417	0	1.348	0	0	0	0	0
XLOC_000034	na|@chr1:4611794-4612205|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_000037	na|@chr1:5550601-5551645|	0	0	0	0	0	0	0.32283	0	0	0	0	0	0	0	0.3531	0	1.6377	0	0	0	0	0
XLOC_000036	na|@chr1:5058061-5080898|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0452	0	5.0634	0	0	0	0	0
XLOC_007189	na|@chr8:118652590-118695922|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.1799
XLOC_007188	na|@chr8:118406987-118531528|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1637	0	5.7006	0	0	0	0	0
XLOC_000022	na|@chr1:2481358-2495265|	0.16456	0.78492	0	0.76791	0.16722	0.23077	0.10632	0.066959	0.78579	0.60045	0.060936	1.0535	0	0.13877	0.085314	0.20366	0.055724	0	0.21928	0	0	0
XLOC_000021	na|@chr1:2357418-2362089|	0	0	0	0.33276	0	0	0	0	0	0	0	0.64498	0	0.26096	0	0	0	0	0	0	0	0
XLOC_007170	na|@chr8:101439819-101444867|	0	0	0.054544	0	0	5.8696	0	0	0	0.11889	0	0	0	0	0.068934	0	0.87577	0	0	0	0	0
XLOC_007171	na|@chr8:102137265-102138373|	0	0	0	0	0	0	0	0	0	0	0	0	1.6323	0.55992	0	0	0	0	0	0	0	0
XLOC_007173	na|@chr8:103838536-104014653|	0.086476	0.31371	0.093496	0.061166	0.01161	0.075859	0.043848	0.015592	0	0	0.085525	0.062462	0.0043232	0	0.14343	0.077625	0.48284	0.1641	2.3086	0	0	0.18075
XLOC_000027	na|@chr1:2730631-2734321|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.7025	0	2.443	0	0	0	0	0
XLOC_000026	na|@chr1:2693738-2695364|	0	0	0	0	0	0	0	0	0.18203	0	0	0	0	0	0.33701	0	4.1237	0	0	0	0	0
XLOC_007177	na|@chr8:104493480-104511823|	0	0	0.62449	0	0	0	0	0	0	0	0	1.048	0	0	2.2363	0.054357	1.6138	1.399	0	0	0	0.17004
XLOC_007176	na|@chr8:104456731-104457927|	0	0.39891	0.21343	0.14776	0	0	0.14339	0	0	0	0.28626	0	0	0.14428	2.3756	0.30033	13.509	0	0	0	0	0
XLOC_007179	na|@chr8:107147183-107149255|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.32587	0	0	0	0	0	0	0
XLOC_007178	na|@chr8:105318736-105331133|	0	0	0	0	0	0	0	0.98715	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_000051	na|@chr1:11418036-11424587|	0	0	0	0	0	0	0	0	0.69298	0	0.79621	0	0	0	0	0	0	0	0	0	0	0
XLOC_012482	na|@chr17:41754164-41768355|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.30682	0	0	0	0	0	0	0
XLOC_000053	na|@chr1:11669587-11673412|	0	0	0	0	0	0	0	0	0.069862	0.098098	0	0	0	0	1.7429	0	1.0671	0	0	0	0	0
XLOC_000052	na|@chr1:11432761-11438744|	0.098096	0	0.23601	0	0	0	0	0	0.3867	0	0.38557	0	0	0	0	0	0	0	0	0	0	0
XLOC_000055	na|@chr1:12587485-12588702|	0.38435	0.28467	0	0.40308	0.11595	0	0.33622	0.92253	0.12173	0.13075	0.12152	0	0	0	0	0.14619	0	0	0	0	0	0
XLOC_000054	na|@chr1:11824461-11826573|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0212	0	12.267	0	0	0	0	0
XLOC_000057	na|@chr1:14531973-14532868|	0.18288	0	0.24288	1.0513	0.32242	0	0.23261	0	0.16666	0	0	0.3036	0	0	0.19369	0	0	0	0	0	0	0
XLOC_000056	na|@chr1:13997964-14001403|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.75775	0	0	0	0	0	0	0
XLOC_012488	na|@chr17:42723424-42725050|	0	0	0	0	0	0	0	0.1041	0	0	0	0	0	0.092265	0.94998	0.074262	3.6444	0	0	0	0	0
XLOC_007195	na|@chr8:122625270-122657485|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1275	0	0	0	0	0
XLOC_007197	na|@chr8:123673024-123682739|	0	0	0	0	0	1.0982	1.2888	0.4645	0	0	0	0	0	0.66128	0	0	0	0	0	0	0	0
XLOC_012496	na|@chr17:44907957-44910608|	0	0	1.6836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_007190	na|@chr8:118724629-118725297|	0	0	0	0	0	0	0	0.39093	0.37659	0	0	0	0	0	0	0.98887	0	0	0	0	0	0
XLOC_000044	na|@chr1:8938893-8939953|	0.7933	2.408	0.73031	0.7528	0	0	0	0.30507	0.53724	0	0.32056	0.21487	0	0	10.381	6.055	9.037	0	0	0	0	0
XLOC_007191	na|@chr8:118750471-118753715|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0391
XLOC_000043	na|@chr1:8268731-8275270|	0	0	0	0	0	0	0	0.26715	0	0	0	0	0	0	0	0.20365	0	0	0	0	0	0
XLOC_007192	na|@chr8:119728689-119917374|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1108
XLOC_000042	na|@chr1:8138469-8185235|	0.086523	0.148	0.078875	0.12585	0.034149	0	0	0	0	0	0.052073	0.053914	0.08072	0	0.13128	0.91485	0.27378	0	0	0	0	0
XLOC_007193	na|@chr8:119728689-119917374|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.86421
XLOC_000041	na|@chr1:6784696-6790072|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0524	0.0999	7.8772	0	0	0	0	0
XLOC_000048	na|@chr1:10516602-10520093|	14.901	9.3052	14.061	14.708	24.003	13.263	19.131	9.7808	8.066	15.685	22.73	16.941	11.011	9.0066	16.36	7.8319	3.0312	13.35	6.4924	16.054	7.6738	17.353
XLOC_007199	na|@chr8:123713326-123746233|	0	0.06707	0	0	0	1.4103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_008664	na|@chr10:131076514-131089986|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6405	0	2.2715	0	0	0	0	0
XLOC_008663	na|@chr10:130711142-130714535|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.37098	0	1.5303	0	0	0	0	0
XLOC_008662	na|@chr10:129979399-130118478|	0	0	0	0	0	0	0	0	0	0	0	0	0	0.032827	0	0	0	0	0	0	0	0
XLOC_008661	na|@chr10:127371811-127452712|	0.015087	0.071494	0.046499	0.11715	3.06E-225	1.98E-198	0.077789	1.0213e-311	0.082483	0.041351	0.010012	0.027873	0	0	1.493	0.040866	4.2967	0.047872	0	0.016677	0	2.05E-301
XLOC_008668	na|@chr10:132011021-132050307|	0	0.10125	0	0	0	0	0	0	0	0	0	0.18301	1.2726	0	0.93349	0	5.8476	0	0	0	0	0
XLOC_005997	na|@chr7:17105863-17133395|	0.51352	0	0	0	0	0	0	0	0	0.36956	0	0.3276	0	0	0	0	0	0	0	0	0	0
XLOC_008667	na|@chr10:131910185-131919004|	0.27908	0.35445	0.2716	0.31385	0	0	0.29742	0	0.35004	0.14745	0.58827	0.54748	0	0.13256	0.26933	0.3877	1.3835	0	0	0	0	0.50132
XLOC_001612	na|@chr2:107002768-107007850|	0	0.37733	0	0.17978	0.093545	0	0.60185	49.691	0	1.0442	0.045994	0.19303	0.090713	0.21012	0.46504	0.093355	0	0	0.59852	0	0	0.093065
XLOC_008666	na|@chr10:131581116-131584811|	0	0.49384	0.060093	0.2256	0	0.088283	0.25309	0	0	0	0.29065	0	0.037599	0	0.27217	0	0.36366	0	0	0	0	0.12221
XLOC_001613	na|@chr2:107159392-107160753|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.64345	0	0	0	0	0	0	0
XLOC_005999	na|@chr7:17719172-17720283|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_008665	na|@chr10:131164497-131166754|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.46421	0	0	0	0	0	0	0
XLOC_001614	na|@chr2:107201802-107277026|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6466	0	0	0	0	0	0	0
XLOC_008669	na|@chr10:132102127-132102815|	0	0.31356	0	0	0	0	0	0	0	0	0.27915	0.7629	0	0	1.3303	0.75684	1.8603	0	0	0	0	0
XLOC_005990	na|@chr7:15105831-15108276|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_005991	na|@chr7:15728002-15736507|	12.574	0.68685	0.19677	8.1092	1.9676	1.7498	0	0	0.15823	2.2135	0	1.5187	1.1741	0	0.22902	0.42907	0	0	1.5937	0	0	0
XLOC_001605	na|@chr2:105320215-105321967|	0	0	0.36023	0	0	0	0	0	0	0	0	0.24604	0	0	0.31236	0	0	0.89753	0	0	0	0
XLOC_001607	na|@chr2:105719097-105720606|	0	0.18579	0	0	0	0	0	0	0	0	0	0	0	0	0.22857	0	1.3977	0	0	0	0	0
XLOC_001609	na|@chr2:105760570-105761882|	0	0	0.14839	0	0	0	0	0	0	0	0	0.18588	0	0.31999	0.25093	0.27614	0	0	0	0	0	0
XLOC_001608	na|@chr2:105720870-105721924|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5498	0	2.8028	0	0	0	0	0
XLOC_001620	na|@chr2:108370567-108438585|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_008672	na|@chr10:133772473-133773355|	0.30391	0.78798	2.0671	0.71743	0.72773	1.1674	0.81098	0.42367	2.1286	3.3392	0.97343	1.3729	0.69524	0.14654	1.449	0.95921	2.1525	4.8692	1.1729	0.55141	0	1.0974
XLOC_001621	na|@chr2:109686928-109690815|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.97996	0	1.7303	0	0	0	0	0
XLOC_008674	na|@chr10:133821406-133824860|	0	0.22345	0.27004	0.29607	0	0	0	0	0.44631	0	0	0.35893	0	0	0.23514	0	0	0	0	0	0	0
XLOC_008677	na|@chr10:134779037-134789858|	0	0	0.044149	0	0	0	0	0	0.036268	0	0	0	0	0	0.046498	0	0.62782	0	0	0	0	0
XLOC_001624	na|@chr2:112022859-112044842|	0	0.074566	0	0.17266	0.10239	0.10212	0	0	0.084622	0.091871	0.19459	0.45449	0	0	0.1393	0.85494	0.7477	0	0	0.33073	0	0.56373
XLOC_008676	na|@chr10:134757470-134778928|	0	0	0	0	0	0	0	0	0.00022888	0	0	0	0	0	0.32213	0	0.95491	0	0	0	0	0
XLOC_001625	na|@chr2:112124590-112268567|	0.11592	0.51175	0	0.09787	0.035482	0	0	0	0.84031	0.6458	0	0.14382	0	0.1111	0.1311	0.08671	0	0	0.55935	0	2.4955	3.3413
XLOC_008679	na|@chr10:134830881-134831148|	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0581	0	0	0	0	0	0	0	0
XLOC_008678	na|@chr10:134827222-134828171|	0	0	0	0	0	0	0	0	0.65104	0	0	0	0	2.395	0	0	0	0	0	0	0	0
XLOC_001618	na|@chr2:107871146-108172782|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_001616	na|@chr2:107318212-107417250|	0	0	0	0	0	0	0	0	4.6752	0	1.3404	0	0	0	1.5724	0.72691	0	0	0	0	0	0
XLOC_001619	na|@chr2:107871146-108172782|	0	0	0.46996	0.16275	0	0	0	0	0	0	0	0	0	0	2.558	3.772	3.0722	0	0	0	0	0
XLOC_008689	na|@chr10:2616300-2620226|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.76472	0	0	0	0	0	0	0
XLOC_008688	na|@chr10:2488446-2612742|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.9516	0	5.5972	0	0	0	0	0
XLOC_008687	na|@chr10:2347276-2357269|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_004408	na|@chr5:65594230-65622820|	0	0	0	0	0	0.18604	0	0	0	0	0	0	0	0	0.18274	0.19614	2.7498	0	0	0	0	0
XLOC_008686	na|@chr10:2229857-2231694|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.762	0	4.1048	0	0	0	0	0
XLOC_004407	na|@chr5:64361892-64366318|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.50106	0	0	0	0	0	0	0
XLOC_008685	na|@chr10:2208525-2218626|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_004406	na|@chr5:61173935-61181956|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_004405	na|@chr5:61044432-61086886|	0	0	2.3798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_008683	na|@chr10:1202377-1203685|	0	0	0	0	0	0	0	0	0	0.28585	0	0	0	0	0.41537	0	1.3795	0	0	0	0	0
XLOC_008681	na|@chr10:60000-60544|	7.3794	0	0.86513	0.2168	0.60746	0	0	0	0	0.35227	0	0.1709	0	0	0	0	0	0	0	0	0	0
XLOC_004413	na|@chr5:67802061-67861330|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.72204	0	0	0	0	0	0	0
XLOC_008699	na|@chr10:3935370-3937655|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.64833	0	0	0	0	0	0	0
XLOC_001602	na|@chr2:105050756-105136671|	0	0	8.6051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.0043	0	0	0	0
XLOC_004412	na|@chr5:67482631-67501722|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.3811	0	19.803	0	0	0	0	0
XLOC_008698	na|@chr10:3916275-3922623|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1291	0	0	0	0	0
XLOC_001603	na|@chr2:105199609-105201812|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28575	0	0	0	0	0	0	0
XLOC_004415	na|@chr5:67944451-67951025|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.63473	0	1.1428	0	0	0	0	0
XLOC_001600	na|@chr2:104669959-104675714|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.068088	0.11232	0	0	0	0	0	0
XLOC_004414	na|@chr5:67802061-67861330|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_004417	na|@chr5:68259072-68325992|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_008695	na|@chr10:3360886-3791666|	0.064477	0.18031	0.080312	0	0	0.082463	0.11181	0	0	0	0	0.059831	0.12805	0	3.3028	0.05021	3.8698	0	0	0	0	0.19036
XLOC_004416	na|@chr5:67975967-67976938|	0	0	0	0	0	0	0.47579	0	0	0	0	0	0	0	0.3059	0	0	0	0	0	0	0
XLOC_008694	na|@chr10:3360886-3791666|	1.9692	1.1475	0	0.48826	0.37776	0.092345	0	0.082704	0.21225	0.43717	0.089721	0.393	0	0	0.48263	0.078474	0	0	0	0	0	0.23605
XLOC_004419	na|@chr5:70868035-70874285|	0.66259	1.7243	0.90913	1.6516	0.44437	0.59232	3.2143	0.2381	2.6037	2.1263	0.13011	2.9864	0.12883	1.8157	0.72316	0.56229	3.9057	0	8.4588	0	0	1.1654
XLOC_008697	na|@chr10:3360886-3791666|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7592	0	0	0	0	0	0	0
XLOC_004418	na|@chr5:70647681-70742559|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.75561	0	0.83073	0	0	0	0	0
XLOC_008696	na|@chr10:3360886-3791666|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_004410	na|@chr5:66563849-66566010|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_004409	na|@chr5:65643589-65866254|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24164	0	0	0	0	0	0	0
XLOC_008690	na|@chr10:3085781-3089216|	0	0	0.51619	0	0	0	0	0	0	0	0	0	0	0	0	0.25935	0	0	0	0	0	1.1247
XLOC_008691	na|@chr10:3094707-3109519|	0	0.44704	2.232	0	0.17563	1.0411	0.66974	0	0.17565	0.59999	1.1628	2.7274	0	0	2.3443	2.4081	5.4956	2.7932	0	0	0	0
XLOC_008693	na|@chr10:3346788-3356010|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13115	0.9492	0	0	0	0	0	0
XLOC_008625	na|@chr10:115787547-115802439|	0	0	0.23097	0	0	0	0	0	1.2584	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_008629	na|@chr10:116754415-116756352|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4524	0	5.511	0	0	0	0	0
XLOC_012429	na|@chr17:26588853-26599864|	0	0	0.060325	0	0	0	0.02495	0	0.017843	0	0	0.070493	0	0	2.9336	0	2.9064	0	0	0	0	0
XLOC_001650	na|@chr2:123235689-123262758|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.80083	0	1.7987	0	0	0	0	0
XLOC_012428	na|@chr17:26575811-26577914|	0	0	0	0	0	0	0.60867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_001652	na|@chr2:123643944-123644599|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.38058	0	0	0	0	0	0	0
XLOC_008620	na|@chr10:115282516-115291897|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.82898	0	1.3313	0	0	0	0	0
XLOC_001651	na|@chr2:123495840-123506009|	0	0	0	0	0	0	0	0	0	0	0	0	0	0.42248	0	0	0	0	0	0	0	0
XLOC_001654	na|@chr2:123822896-123831057|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_001653	na|@chr2:123801119-123804985|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.52498	0	0	0	0	0	0	0
XLOC_001656	na|@chr2:126456152-126523419|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4243	0	0	0	0	0	0	0
XLOC_008624	na|@chr10:115767943-115777979|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.51181	0	0	0	0	0	0	0
XLOC_001655	na|@chr2:124179063-124203757|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.48095	0	1.594	0	0	0	0	0
XLOC_001657	na|@chr2:126456152-126523419|	0	0	0	0	0	0	0	0	0	0	0	0.21392	0	0	0	0	0	0	0	0	0	0
XLOC_001648	na|@chr2:122978161-123006408|	0	0	0	0	0	0	0.27366	0.22295	0	0	0	0	0	0	0.73175	0	0	0	0	0	0	0
XLOC_012430	na|@chr17:27337874-27339680|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.61567	0	1.8125	0	0	0	0	0
XLOC_001649	na|@chr2:123223598-123229276|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.67384	0	1.3757	0	0	0	0	0
XLOC_012436	na|@chr17:29914338-29986632|	0	0.67361	0	0	0	0	0	0	0	0	0	0	0	0	0.46697	0	0	0	0	0	0	0
XLOC_008636	na|@chr10:120001006-120027222|	0	0	1.2263	0	0	0	1.3436	0	0	0	0.79553	2.3171	0	0	11.328	0	10.196	0	0	0	0	0
XLOC_008637	na|@chr10:120058543-120060036|	0	0.51557	0	0	0	0	0	0	0	0	0.68654	0	0	0	0	0.43688	0	0	0	0	0	0
XLOC_012417	na|@chr17:19542440-19543863|	0	0.08319	0	0	0	0	0	0	0	0	0.49841	0.21822	0.22309	0	0.20298	0.21266	0	0	0	0	0	0
XLOC_012419	na|@chr17:20478826-20482234|	0	0	0.12042	0	0	0	0	0	0	0	0	0	0	0	2.0307	0	5.9265	0	0	0	0	0
XLOC_001664	na|@chr2:128569620-128570335|	0	0	0.49184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_008630	na|@chr10:118036309-118040487|	0	0	0	0	0	0	0.65602	0	0	1.218	0	0	0	0	0.48721	0	0	0	0	0	0	1.4527
XLOC_001663	na|@chr2:128193815-128228064|	0	0	0	0	0	0	0	0	0	0.61335	0	0	0	0	0.55922	0	0	0	0	0	0	0
XLOC_008632	na|@chr10:119217606-119309056|	2.2083	0.067647	3.193	0.10739	0.089944	0.071313	0.0005656	0	0	0.0028259	2.5073	0.011982	0.035218	0	1.1639	0.62923	0.026196	0.015362	0	0.054326	0	0
XLOC_001669	na|@chr2:130352022-130354693|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1301	0	1.7655	0	0	0	0	0
XLOC_008633	na|@chr10:119494366-119512834|	0	0	0	0	0	0	0	0	0	0	0	0.14521	0	0	2.2216	0	4.0964	0	0	0	0	0
XLOC_001668	na|@chr2:130324222-130351825|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.84557	0	0.4892	0	0	0	0	0
XLOC_001667	na|@chr2:129999745-130112031|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1285	0	0.8988	0	0	0	0	0
XLOC_001666	na|@chr2:129622178-129626301|	0	0	0	0	0	0	0	0	0	0	0	0.16426	0	0	0	0	0	0	0	0	0	0
XLOC_001659	na|@chr2:127475775-127511762|	0	0	0	0	0	0	0	0	6.8165	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_012427	na|@chr17:26557601-26561264|	0	0	0.033578	0.67138	0.16854	0	6.5075	0.092441	0.68324	0.030369	0.88521	6.3351	0	0	1.0221	21.217	1.5302	0	2.1565	0	0	0
XLOC_012421	na|@chr17:21383657-21405497|	0	0	0.33674	0	0	0	0	0	0	0	0	0	0.34669	0	0.85452	0	0	0	0	0	0	0
XLOC_012422	na|@chr17:21760935-21792968|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4329	0	0.40814	0	0	0	0	0
XLOC_012408	na|@chr17:17577339-17581002|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.30928	0	0	0	0	0	0	0
XLOC_012406	na|@chr17:16936687-16944627|	0	0	0.29022	0.1463	0	0	0	0	0	0	0	0.14128	0	0	0.18395	1.4173	0	0.7508	0	0	0	0
XLOC_008649	na|@chr10:123495817-123499245|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_008648	na|@chr10:122938213-122945480|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_008645	na|@chr10:122685058-122740689|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3919	0	5.7149	0	0	0	0	0
XLOC_001634	na|@chr2:114737145-114740835|	0	0.30156	0	0	0	0	0	0	0	0	0	0	0	0	12.302	0	28.719	0	0	0	0	0
XLOC_008646	na|@chr10:122685058-122740689|	0	0	0	0	0	0	0	0	0	0	0	0.44633	0	0	0	0	0	0	0	0	0	0
XLOC_001633	na|@chr2:114426742-114430768|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_008643	na|@chr10:122368119-122571581|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.48009	0	0	0	0	0	0	0
XLOC_001636	na|@chr2:118593925-118596965|	0.26077	2.8508	1.1577	0.82777	1.5259	0.56303	1.2579	0.51313	0.96152	2.3753	1.2967	0.60937	1.3739	0.19484	0.91995	1.305	0.83921	0.55491	0.29034	0.56933	0	0.96617
XLOC_008644	na|@chr10:122574129-122584805|	0	0.24815	0.39548	0	0	0	0.78402	0	0	0	0	0	0	0	0.61817	0	1.3241	0	0	0	0	0
XLOC_001635	na|@chr2:118421686-118424589|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.29263	0	2.5364	0	0	0	0	0
